,Product code_x,Bureau of Meteorology station number_x,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality_x,Date,Product code_y,Bureau of Meteorology station number_y,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality_y,Product code,Bureau of Meteorology station number,Daily global solar exposure (MJ/m*m)
925,IDCJAC0009,40913,0.0,1.0,N,2016-07-14,IDCJAC0010,40913,17.8,1.0,Y,IDCJAC0016,40913,9.9
926,IDCJAC0009,40913,0.0,1.0,N,2016-07-15,IDCJAC0010,40913,18.9,1.0,Y,IDCJAC0016,40913,11.7
927,IDCJAC0009,40913,0.0,1.0,N,2016-07-16,IDCJAC0010,40913,18.2,1.0,Y,IDCJAC0016,40913,4.9
928,IDCJAC0009,40913,12.6,1.0,N,2016-07-17,IDCJAC0010,40913,23.1,1.0,Y,IDCJAC0016,40913,11.2
929,IDCJAC0009,40913,6.0,1.0,N,2016-07-18,IDCJAC0010,40913,23.5,1.0,Y,IDCJAC0016,40913,11.0
930,IDCJAC0009,40913,0.4,1.0,N,2016-07-19,IDCJAC0010,40913,24.7,1.0,Y,IDCJAC0016,40913,14.4
931,IDCJAC0009,40913,0.0,1.0,N,2016-07-20,IDCJAC0010,40913,25.6,1.0,Y,IDCJAC0016,40913,14.0
932,IDCJAC0009,40913,0.0,1.0,N,2016-07-21,IDCJAC0010,40913,27.1,1.0,Y,IDCJAC0016,40913,14.4
933,IDCJAC0009,40913,0.0,1.0,N,2016-07-22,IDCJAC0010,40913,27.6,1.0,Y,IDCJAC0016,40913,14.8
934,IDCJAC0009,40913,0.0,1.0,N,2016-07-23,IDCJAC0010,40913,29.1,1.0,Y,IDCJAC0016,40913,14.8
935,IDCJAC0009,40913,0.0,1.0,N,2016-07-24,IDCJAC0010,40913,22.8,1.0,Y,IDCJAC0016,40913,15.4
936,IDCJAC0009,40913,0.0,1.0,N,2016-07-25,IDCJAC0010,40913,23.0,1.0,Y,IDCJAC0016,40913,15.3
937,IDCJAC0009,40913,0.0,1.0,N,2016-07-26,IDCJAC0010,40913,19.4,1.0,Y,IDCJAC0016,40913,11.0
938,IDCJAC0009,40913,0.0,1.0,N,2016-07-27,IDCJAC0010,40913,20.3,1.0,Y,IDCJAC0016,40913,8.2
939,IDCJAC0009,40913,0.0,1.0,N,2016-07-28,IDCJAC0010,40913,22.6,1.0,Y,IDCJAC0016,40913,15.6
940,IDCJAC0009,40913,0.0,1.0,N,2016-07-29,IDCJAC0010,40913,24.0,1.0,Y,IDCJAC0016,40913,15.9
941,IDCJAC0009,40913,0.0,1.0,N,2016-07-30,IDCJAC0010,40913,23.4,1.0,Y,IDCJAC0016,40913,16.0
942,IDCJAC0009,40913,0.0,1.0,N,2016-07-31,IDCJAC0010,40913,24.5,1.0,Y,IDCJAC0016,40913,16.1
943,IDCJAC0009,40913,0.0,1.0,N,2016-08-01,IDCJAC0010,40913,25.6,1.0,N,IDCJAC0016,40913,16.1
944,IDCJAC0009,40913,0.0,1.0,N,2016-08-02,IDCJAC0010,40913,23.8,1.0,N,IDCJAC0016,40913,9.6
945,IDCJAC0009,40913,8.6,1.0,N,2016-08-03,IDCJAC0010,40913,19.3,1.0,N,IDCJAC0016,40913,16.1
946,IDCJAC0009,40913,0.8,1.0,N,2016-08-04,IDCJAC0010,40913,20.8,1.0,N,IDCJAC0016,40913,11.3
947,IDCJAC0009,40913,0.2,1.0,N,2016-08-05,IDCJAC0010,40913,20.9,1.0,N,IDCJAC0016,40913,14.2
948,IDCJAC0009,40913,0.0,1.0,N,2016-08-06,IDCJAC0010,40913,22.4,1.0,N,IDCJAC0016,40913,14.1
949,IDCJAC0009,40913,0.0,1.0,N,2016-08-07,IDCJAC0010,40913,22.4,1.0,N,IDCJAC0016,40913,15.9
950,IDCJAC0009,40913,0.0,1.0,N,2016-08-08,IDCJAC0010,40913,22.8,1.0,N,IDCJAC0016,40913,15.0
951,IDCJAC0009,40913,0.0,1.0,N,2016-08-09,IDCJAC0010,40913,23.3,1.0,N,IDCJAC0016,40913,16.0
952,IDCJAC0009,40913,0.0,1.0,N,2016-08-10,IDCJAC0010,40913,24.4,1.0,N,IDCJAC0016,40913,16.9
953,IDCJAC0009,40913,0.0,1.0,N,2016-08-11,IDCJAC0010,40913,26.4,1.0,N,IDCJAC0016,40913,15.6
954,IDCJAC0009,40913,5.0,1.0,N,2016-08-12,IDCJAC0010,40913,22.7,1.0,N,IDCJAC0016,40913,15.3
955,IDCJAC0009,40913,0.0,1.0,N,2016-08-13,IDCJAC0010,40913,23.7,1.0,N,IDCJAC0016,40913,16.4
956,IDCJAC0009,40913,0.0,1.0,N,2016-08-14,IDCJAC0010,40913,23.6,1.0,N,IDCJAC0016,40913,17.2
957,IDCJAC0009,40913,0.2,1.0,N,2016-08-15,IDCJAC0010,40913,22.7,1.0,N,IDCJAC0016,40913,13.7
958,IDCJAC0009,40913,0.2,1.0,N,2016-08-16,IDCJAC0010,40913,22.9,1.0,N,IDCJAC0016,40913,16.5
959,IDCJAC0009,40913,0.0,1.0,N,2016-08-17,IDCJAC0010,40913,22.7,1.0,N,IDCJAC0016,40913,15.3
960,IDCJAC0009,40913,1.0,1.0,N,2016-08-18,IDCJAC0010,40913,21.4,1.0,N,IDCJAC0016,40913,11.7
961,IDCJAC0009,40913,0.4,1.0,N,2016-08-19,IDCJAC0010,40913,23.3,1.0,N,IDCJAC0016,40913,16.3
962,IDCJAC0009,40913,0.0,1.0,N,2016-08-20,IDCJAC0010,40913,25.3,1.0,N,IDCJAC0016,40913,13.8
963,IDCJAC0009,40913,4.4,1.0,N,2016-08-21,IDCJAC0010,40913,22.9,1.0,N,IDCJAC0016,40913,18.5
964,IDCJAC0009,40913,0.2,1.0,N,2016-08-22,IDCJAC0010,40913,24.5,1.0,N,IDCJAC0016,40913,16.6
965,IDCJAC0009,40913,0.0,1.0,N,2016-08-23,IDCJAC0010,40913,26.3,1.0,N,IDCJAC0016,40913,15.0
966,IDCJAC0009,40913,1.0,1.0,N,2016-08-24,IDCJAC0010,40913,21.8,1.0,N,IDCJAC0016,40913,4.9
967,IDCJAC0009,40913,9.6,1.0,N,2016-08-25,IDCJAC0010,40913,20.8,1.0,N,IDCJAC0016,40913,19.1
968,IDCJAC0009,40913,0.0,1.0,N,2016-08-26,IDCJAC0010,40913,21.0,1.0,N,IDCJAC0016,40913,16.3
969,IDCJAC0009,40913,0.0,1.0,N,2016-08-27,IDCJAC0010,40913,21.8,1.0,N,IDCJAC0016,40913,19.3
970,IDCJAC0009,40913,0.0,1.0,N,2016-08-28,IDCJAC0010,40913,23.7,1.0,N,IDCJAC0016,40913,19.5
971,IDCJAC0009,40913,0.0,1.0,N,2016-08-29,IDCJAC0010,40913,23.7,1.0,N,IDCJAC0016,40913,19.1
972,IDCJAC0009,40913,0.0,1.0,N,2016-08-30,IDCJAC0010,40913,23.3,1.0,N,IDCJAC0016,40913,17.8
973,IDCJAC0009,40913,0.0,1.0,N,2016-08-31,IDCJAC0010,40913,23.7,1.0,N,IDCJAC0016,40913,12.9
974,IDCJAC0009,40913,0.0,1.0,N,2016-09-01,IDCJAC0010,40913,26.1,1.0,Y,IDCJAC0016,40913,15.9
975,IDCJAC0009,40913,0.0,1.0,N,2016-09-02,IDCJAC0010,40913,25.6,1.0,Y,IDCJAC0016,40913,14.9
976,IDCJAC0009,40913,9.6,1.0,N,2016-09-03,IDCJAC0010,40913,23.2,1.0,Y,IDCJAC0016,40913,19.7
977,IDCJAC0009,40913,0.0,1.0,N,2016-09-04,IDCJAC0010,40913,24.2,1.0,Y,IDCJAC0016,40913,20.4
978,IDCJAC0009,40913,0.0,1.0,N,2016-09-05,IDCJAC0010,40913,23.3,1.0,Y,IDCJAC0016,40913,17.4
979,IDCJAC0009,40913,0.2,1.0,N,2016-09-06,IDCJAC0010,40913,23.3,1.0,Y,IDCJAC0016,40913,15.5
980,IDCJAC0009,40913,0.0,1.0,N,2016-09-07,IDCJAC0010,40913,23.7,1.0,Y,IDCJAC0016,40913,11.7
981,IDCJAC0009,40913,0.2,1.0,N,2016-09-08,IDCJAC0010,40913,24.4,1.0,Y,IDCJAC0016,40913,18.2
982,IDCJAC0009,40913,0.0,1.0,N,2016-09-09,IDCJAC0010,40913,22.2,1.0,Y,IDCJAC0016,40913,8.7
983,IDCJAC0009,40913,7.2,1.0,N,2016-09-10,IDCJAC0010,40913,23.3,1.0,Y,IDCJAC0016,40913,11.7
984,IDCJAC0009,40913,14.0,1.0,N,2016-09-11,IDCJAC0010,40913,24.0,1.0,Y,IDCJAC0016,40913,21.4
985,IDCJAC0009,40913,0.0,1.0,N,2016-09-12,IDCJAC0010,40913,25.3,1.0,Y,IDCJAC0016,40913,20.8
986,IDCJAC0009,40913,0.0,1.0,N,2016-09-13,IDCJAC0010,40913,26.5,1.0,Y,IDCJAC0016,40913,19.6
987,IDCJAC0009,40913,0.0,1.0,N,2016-09-14,IDCJAC0010,40913,25.9,1.0,Y,IDCJAC0016,40913,19.4
988,IDCJAC0009,40913,0.0,1.0,N,2016-09-15,IDCJAC0010,40913,26.7,1.0,Y,IDCJAC0016,40913,9.4
989,IDCJAC0009,40913,3.0,1.0,N,2016-09-16,IDCJAC0010,40913,25.7,1.0,Y,IDCJAC0016,40913,19.7
990,IDCJAC0009,40913,0.2,1.0,N,2016-09-17,IDCJAC0010,40913,25.5,1.0,Y,IDCJAC0016,40913,19.9
991,IDCJAC0009,40913,3.0,1.0,N,2016-09-18,IDCJAC0010,40913,22.5,1.0,Y,IDCJAC0016,40913,8.1
992,IDCJAC0009,40913,3.4,1.0,N,2016-09-19,IDCJAC0010,40913,22.3,1.0,Y,IDCJAC0016,40913,13.5
993,IDCJAC0009,40913,0.0,1.0,N,2016-09-20,IDCJAC0010,40913,25.3,1.0,Y,IDCJAC0016,40913,21.2
994,IDCJAC0009,40913,0.6,1.0,N,2016-09-21,IDCJAC0010,40913,21.4,1.0,Y,IDCJAC0016,40913,6.1
995,IDCJAC0009,40913,4.6,1.0,N,2016-09-22,IDCJAC0010,40913,24.7,1.0,Y,IDCJAC0016,40913,21.3
996,IDCJAC0009,40913,0.0,1.0,N,2016-09-23,IDCJAC0010,40913,25.2,1.0,Y,IDCJAC0016,40913,23.5
997,IDCJAC0009,40913,0.0,1.0,N,2016-09-24,IDCJAC0010,40913,26.3,1.0,Y,IDCJAC0016,40913,23.5
998,IDCJAC0009,40913,0.0,1.0,N,2016-09-25,IDCJAC0010,40913,28.8,1.0,Y,IDCJAC0016,40913,19.0
999,IDCJAC0009,40913,0.0,1.0,N,2016-09-26,IDCJAC0010,40913,27.6,1.0,Y,IDCJAC0016,40913,23.8
1000,IDCJAC0009,40913,0.0,1.0,N,2016-09-27,IDCJAC0010,40913,26.6,1.0,Y,IDCJAC0016,40913,20.8
1001,IDCJAC0009,40913,0.0,1.0,N,2016-09-28,IDCJAC0010,40913,27.0,1.0,Y,IDCJAC0016,40913,24.0
1002,IDCJAC0009,40913,0.0,1.0,N,2016-09-29,IDCJAC0010,40913,24.1,1.0,Y,IDCJAC0016,40913,7.3
1003,IDCJAC0009,40913,5.8,1.0,N,2016-09-30,IDCJAC0010,40913,25.7,1.0,Y,IDCJAC0016,40913,24.4
1004,IDCJAC0009,40913,0.2,1.0,N,2016-10-01,IDCJAC0010,40913,27.0,1.0,Y,IDCJAC0016,40913,24.7
1005,IDCJAC0009,40913,0.0,1.0,N,2016-10-02,IDCJAC0010,40913,26.9,1.0,Y,IDCJAC0016,40913,24.5
1006,IDCJAC0009,40913,0.0,1.0,N,2016-10-03,IDCJAC0010,40913,26.7,1.0,Y,IDCJAC0016,40913,7.5
1007,IDCJAC0009,40913,16.2,1.0,N,2016-10-04,IDCJAC0010,40913,26.2,1.0,Y,IDCJAC0016,40913,24.9
1008,IDCJAC0009,40913,0.0,1.0,N,2016-10-05,IDCJAC0010,40913,28.7,1.0,Y,IDCJAC0016,40913,25.3
1009,IDCJAC0009,40913,0.0,1.0,N,2016-10-06,IDCJAC0010,40913,29.1,1.0,Y,IDCJAC0016,40913,25.4
1010,IDCJAC0009,40913,0.0,1.0,N,2016-10-07,IDCJAC0010,40913,29.0,1.0,Y,IDCJAC0016,40913,25.3
1011,IDCJAC0009,40913,0.0,1.0,N,2016-10-08,IDCJAC0010,40913,32.2,1.0,Y,IDCJAC0016,40913,25.3
1012,IDCJAC0009,40913,0.0,1.0,N,2016-10-09,IDCJAC0010,40913,25.5,1.0,Y,IDCJAC0016,40913,14.0
1013,IDCJAC0009,40913,0.0,1.0,N,2016-10-10,IDCJAC0010,40913,26.4,1.0,Y,IDCJAC0016,40913,24.8
1014,IDCJAC0009,40913,0.0,1.0,N,2016-10-11,IDCJAC0010,40913,29.2,1.0,Y,IDCJAC0016,40913,21.7
1015,IDCJAC0009,40913,0.0,1.0,N,2016-10-12,IDCJAC0010,40913,24.5,1.0,Y,IDCJAC0016,40913,21.3
1016,IDCJAC0009,40913,0.0,1.0,N,2016-10-13,IDCJAC0010,40913,26.1,1.0,Y,IDCJAC0016,40913,20.2
1017,IDCJAC0009,40913,0.0,1.0,N,2016-10-14,IDCJAC0010,40913,23.4,1.0,Y,IDCJAC0016,40913,19.9
1018,IDCJAC0009,40913,0.0,1.0,N,2016-10-15,IDCJAC0010,40913,24.1,1.0,Y,IDCJAC0016,40913,23.1
1019,IDCJAC0009,40913,0.0,1.0,N,2016-10-16,IDCJAC0010,40913,25.4,1.0,Y,IDCJAC0016,40913,26.6
1020,IDCJAC0009,40913,0.0,1.0,N,2016-10-17,IDCJAC0010,40913,28.3,1.0,Y,IDCJAC0016,40913,21.8
1021,IDCJAC0009,40913,10.8,1.0,N,2016-10-18,IDCJAC0010,40913,25.7,1.0,Y,IDCJAC0016,40913,27.1
1022,IDCJAC0009,40913,0.0,1.0,N,2016-10-19,IDCJAC0010,40913,29.4,1.0,Y,IDCJAC0016,40913,27.2
1023,IDCJAC0009,40913,0.0,1.0,N,2016-10-20,IDCJAC0010,40913,27.0,1.0,Y,IDCJAC0016,40913,22.3
1024,IDCJAC0009,40913,0.0,1.0,N,2016-10-21,IDCJAC0010,40913,26.8,1.0,Y,IDCJAC0016,40913,26.2
1025,IDCJAC0009,40913,0.0,1.0,N,2016-10-22,IDCJAC0010,40913,27.6,1.0,Y,IDCJAC0016,40913,21.6
1026,IDCJAC0009,40913,3.0,1.0,N,2016-10-23,IDCJAC0010,40913,21.6,1.0,Y,IDCJAC0016,40913,11.8
1027,IDCJAC0009,40913,0.0,1.0,N,2016-10-24,IDCJAC0010,40913,25.3,1.0,Y,IDCJAC0016,40913,27.5
1028,IDCJAC0009,40913,0.0,1.0,N,2016-10-25,IDCJAC0010,40913,27.5,1.0,Y,IDCJAC0016,40913,27.5
1029,IDCJAC0009,40913,0.0,1.0,N,2016-10-26,IDCJAC0010,40913,28.0,1.0,Y,IDCJAC0016,40913,27.7
1030,IDCJAC0009,40913,0.0,1.0,N,2016-10-27,IDCJAC0010,40913,29.2,1.0,Y,IDCJAC0016,40913,25.9
1031,IDCJAC0009,40913,0.0,1.0,N,2016-10-28,IDCJAC0010,40913,28.6,1.0,Y,IDCJAC0016,40913,25.9
1032,IDCJAC0009,40913,0.0,1.0,N,2016-10-29,IDCJAC0010,40913,28.2,1.0,Y,IDCJAC0016,40913,25.6
1033,IDCJAC0009,40913,0.0,1.0,N,2016-10-30,IDCJAC0010,40913,27.7,1.0,Y,IDCJAC0016,40913,27.7
1034,IDCJAC0009,40913,0.0,1.0,N,2016-10-31,IDCJAC0010,40913,28.3,1.0,Y,IDCJAC0016,40913,13.8
1035,IDCJAC0009,40913,1.4,1.0,N,2016-11-01,IDCJAC0010,40913,26.3,1.0,N,IDCJAC0016,40913,10.7
1036,IDCJAC0009,40913,1.2,1.0,N,2016-11-02,IDCJAC0010,40913,28.9,1.0,N,IDCJAC0016,40913,28.8
1037,IDCJAC0009,40913,0.0,1.0,N,2016-11-03,IDCJAC0010,40913,27.5,1.0,Y,IDCJAC0016,40913,21.5
1038,IDCJAC0009,40913,0.0,1.0,N,2016-11-04,IDCJAC0010,40913,29.3,1.0,N,IDCJAC0016,40913,28.8
1039,IDCJAC0009,40913,0.0,1.0,N,2016-11-05,IDCJAC0010,40913,34.4,1.0,N,IDCJAC0016,40913,29.1
1040,IDCJAC0009,40913,0.0,1.0,N,2016-11-06,IDCJAC0010,40913,33.3,1.0,N,IDCJAC0016,40913,29.2
1041,IDCJAC0009,40913,0.0,1.0,N,2016-11-07,IDCJAC0010,40913,28.9,1.0,N,IDCJAC0016,40913,24.9
1042,IDCJAC0009,40913,0.0,1.0,N,2016-11-08,IDCJAC0010,40913,32.5,1.0,N,IDCJAC0016,40913,25.9
1043,IDCJAC0009,40913,1.0,1.0,N,2016-11-09,IDCJAC0010,40913,31.7,1.0,N,IDCJAC0016,40913,25.7
1044,IDCJAC0009,40913,3.6,1.0,N,2016-11-10,IDCJAC0010,40913,32.5,1.0,N,IDCJAC0016,40913,25.7
1045,IDCJAC0009,40913,0.0,1.0,N,2016-11-11,IDCJAC0010,40913,31.8,1.0,N,IDCJAC0016,40913,27.0
1046,IDCJAC0009,40913,0.0,1.0,N,2016-11-12,IDCJAC0010,40913,31.6,1.0,N,IDCJAC0016,40913,19.4
1047,IDCJAC0009,40913,19.6,1.0,N,2016-11-13,IDCJAC0010,40913,36.0,1.0,N,IDCJAC0016,40913,22.8
1048,IDCJAC0009,40913,0.2,1.0,N,2016-11-14,IDCJAC0010,40913,30.1,1.0,N,IDCJAC0016,40913,28.1
1049,IDCJAC0009,40913,0.0,1.0,N,2016-11-15,IDCJAC0010,40913,27.4,1.0,N,IDCJAC0016,40913,26.0
1050,IDCJAC0009,40913,0.0,1.0,N,2016-11-16,IDCJAC0010,40913,28.1,1.0,N,IDCJAC0016,40913,29.0
1051,IDCJAC0009,40913,0.0,1.0,N,2016-11-17,IDCJAC0010,40913,28.3,1.0,N,IDCJAC0016,40913,25.5
1052,IDCJAC0009,40913,0.0,1.0,N,2016-11-18,IDCJAC0010,40913,27.3,1.0,N,IDCJAC0016,40913,27.2
1053,IDCJAC0009,40913,0.0,1.0,N,2016-11-19,IDCJAC0010,40913,28.1,1.0,N,IDCJAC0016,40913,21.2
1054,IDCJAC0009,40913,0.0,1.0,N,2016-11-20,IDCJAC0010,40913,28.6,1.0,N,IDCJAC0016,40913,30.0
1055,IDCJAC0009,40913,0.0,1.0,N,2016-11-21,IDCJAC0010,40913,29.7,1.0,N,IDCJAC0016,40913,30.2
1056,IDCJAC0009,40913,0.0,1.0,N,2016-11-22,IDCJAC0010,40913,28.8,1.0,N,IDCJAC0016,40913,28.7
1057,IDCJAC0009,40913,0.0,1.0,N,2016-11-23,IDCJAC0010,40913,31.2,1.0,N,IDCJAC0016,40913,28.2
1058,IDCJAC0009,40913,0.0,1.0,N,2016-11-24,IDCJAC0010,40913,35.1,1.0,N,IDCJAC0016,40913,30.5
1059,IDCJAC0009,40913,0.0,1.0,N,2016-11-25,IDCJAC0010,40913,29.0,1.0,N,IDCJAC0016,40913,28.4
1060,IDCJAC0009,40913,0.0,1.0,N,2016-11-26,IDCJAC0010,40913,27.0,1.0,N,IDCJAC0016,40913,15.2
1061,IDCJAC0009,40913,1.0,1.0,N,2016-11-27,IDCJAC0010,40913,29.7,1.0,N,IDCJAC0016,40913,26.7
1062,IDCJAC0009,40913,0.0,1.0,N,2016-11-28,IDCJAC0010,40913,29.9,1.0,N,IDCJAC0016,40913,29.3
1063,IDCJAC0009,40913,0.0,1.0,N,2016-11-29,IDCJAC0010,40913,30.7,1.0,N,IDCJAC0016,40913,30.8
1064,IDCJAC0009,40913,0.0,1.0,N,2016-11-30,IDCJAC0010,40913,31.3,1.0,N,IDCJAC0016,40913,26.7
1065,IDCJAC0009,40913,16.6,1.0,N,2016-12-01,IDCJAC0010,40913,30.2,1.0,Y,IDCJAC0016,40913,27.2
1066,IDCJAC0009,40913,0.4,1.0,N,2016-12-02,IDCJAC0010,40913,30.4,1.0,Y,IDCJAC0016,40913,31.0
1067,IDCJAC0009,40913,0.0,1.0,N,2016-12-03,IDCJAC0010,40913,30.8,1.0,Y,IDCJAC0016,40913,20.8
1068,IDCJAC0009,40913,21.2,1.0,N,2016-12-04,IDCJAC0010,40913,30.3,1.0,Y,IDCJAC0016,40913,31.0
1069,IDCJAC0009,40913,0.0,1.0,N,2016-12-05,IDCJAC0010,40913,30.3,1.0,Y,IDCJAC0016,40913,30.3
1070,IDCJAC0009,40913,5.4,1.0,N,2016-12-06,IDCJAC0010,40913,33.8,1.0,Y,IDCJAC0016,40913,24.2
1071,IDCJAC0009,40913,11.0,1.0,N,2016-12-07,IDCJAC0010,40913,31.3,1.0,Y,IDCJAC0016,40913,16.0
1072,IDCJAC0009,40913,20.4,1.0,N,2016-12-08,IDCJAC0010,40913,28.4,1.0,Y,IDCJAC0016,40913,8.8
1073,IDCJAC0009,40913,3.2,1.0,N,2016-12-09,IDCJAC0010,40913,28.6,1.0,Y,IDCJAC0016,40913,4.5
1074,IDCJAC0009,40913,1.4,1.0,N,2016-12-10,IDCJAC0010,40913,27.7,1.0,Y,IDCJAC0016,40913,20.0
1075,IDCJAC0009,40913,0.0,1.0,N,2016-12-11,IDCJAC0010,40913,27.2,1.0,Y,IDCJAC0016,40913,20.5
1076,IDCJAC0009,40913,0.0,1.0,N,2016-12-12,IDCJAC0010,40913,28.1,1.0,Y,IDCJAC0016,40913,27.9
1077,IDCJAC0009,40913,0.0,1.0,N,2016-12-13,IDCJAC0010,40913,28.8,1.0,Y,IDCJAC0016,40913,30.6
1078,IDCJAC0009,40913,0.0,1.0,N,2016-12-14,IDCJAC0010,40913,29.5,1.0,Y,IDCJAC0016,40913,30.2
1079,IDCJAC0009,40913,0.0,1.0,N,2016-12-15,IDCJAC0010,40913,30.6,1.0,Y,IDCJAC0016,40913,31.4
1080,IDCJAC0009,40913,0.0,1.0,N,2016-12-16,IDCJAC0010,40913,30.0,1.0,Y,IDCJAC0016,40913,26.3
1081,IDCJAC0009,40913,0.0,1.0,N,2016-12-17,IDCJAC0010,40913,31.0,1.0,Y,IDCJAC0016,40913,31.1
1082,IDCJAC0009,40913,1.6,1.0,N,2016-12-18,IDCJAC0010,40913,32.3,1.0,Y,IDCJAC0016,40913,20.0
1083,IDCJAC0009,40913,12.4,1.0,N,2016-12-19,IDCJAC0010,40913,27.8,1.0,Y,IDCJAC0016,40913,16.8
1084,IDCJAC0009,40913,0.2,1.0,N,2016-12-20,IDCJAC0010,40913,29.6,1.0,Y,IDCJAC0016,40913,21.9
1085,IDCJAC0009,40913,0.0,1.0,N,2016-12-21,IDCJAC0010,40913,34.1,1.0,Y,IDCJAC0016,40913,25.9
1086,IDCJAC0009,40913,0.6,1.0,N,2016-12-22,IDCJAC0010,40913,31.5,1.0,Y,IDCJAC0016,40913,20.9
1087,IDCJAC0009,40913,0.0,1.0,N,2016-12-23,IDCJAC0010,40913,27.7,1.0,Y,IDCJAC0016,40913,13.0
1088,IDCJAC0009,40913,0.0,1.0,N,2016-12-24,IDCJAC0010,40913,29.2,1.0,Y,IDCJAC0016,40913,26.7
1089,IDCJAC0009,40913,0.0,1.0,N,2016-12-25,IDCJAC0010,40913,27.5,1.0,Y,IDCJAC0016,40913,11.2
1090,IDCJAC0009,40913,6.0,1.0,N,2016-12-26,IDCJAC0010,40913,29.3,1.0,Y,IDCJAC0016,40913,24.0
1091,IDCJAC0009,40913,1.4,1.0,N,2016-12-27,IDCJAC0010,40913,28.9,1.0,Y,IDCJAC0016,40913,24.4
1092,IDCJAC0009,40913,0.2,1.0,N,2016-12-28,IDCJAC0010,40913,29.8,1.0,Y,IDCJAC0016,40913,30.6
1093,IDCJAC0009,40913,0.0,1.0,N,2016-12-29,IDCJAC0010,40913,30.8,1.0,Y,IDCJAC0016,40913,30.3
1094,IDCJAC0009,40913,0.0,1.0,N,2016-12-30,IDCJAC0010,40913,32.4,1.0,Y,IDCJAC0016,40913,31.3
1095,IDCJAC0009,40913,0.0,1.0,N,2016-12-31,IDCJAC0010,40913,33.9,1.0,Y,IDCJAC0016,40913,31.4
1096,IDCJAC0009,40913,0.0,1.0,N,2017-01-01,IDCJAC0010,40913,34.7,1.0,Y,IDCJAC0016,40913,31.1
1097,IDCJAC0009,40913,0.0,1.0,N,2017-01-02,IDCJAC0010,40913,32.5,1.0,Y,IDCJAC0016,40913,27.3
1098,IDCJAC0009,40913,98.0,1.0,N,2017-01-03,IDCJAC0010,40913,26.8,1.0,Y,IDCJAC0016,40913,7.7
1099,IDCJAC0009,40913,0.6,1.0,N,2017-01-04,IDCJAC0010,40913,29.6,1.0,Y,IDCJAC0016,40913,19.7
1100,IDCJAC0009,40913,0.0,1.0,N,2017-01-05,IDCJAC0010,40913,29.4,1.0,Y,IDCJAC0016,40913,15.9
1101,IDCJAC0009,40913,0.4,1.0,N,2017-01-06,IDCJAC0010,40913,28.6,1.0,Y,IDCJAC0016,40913,17.6
1102,IDCJAC0009,40913,23.4,1.0,N,2017-01-07,IDCJAC0010,40913,28.5,1.0,Y,IDCJAC0016,40913,22.9
1103,IDCJAC0009,40913,0.2,1.0,N,2017-01-08,IDCJAC0010,40913,29.2,1.0,Y,IDCJAC0016,40913,26.2
1104,IDCJAC0009,40913,0.0,1.0,N,2017-01-09,IDCJAC0010,40913,30.0,1.0,Y,IDCJAC0016,40913,26.2
1105,IDCJAC0009,40913,0.0,1.0,N,2017-01-10,IDCJAC0010,40913,31.2,1.0,Y,IDCJAC0016,40913,28.0
1106,IDCJAC0009,40913,0.0,1.0,N,2017-01-11,IDCJAC0010,40913,32.3,1.0,Y,IDCJAC0016,40913,28.5
1107,IDCJAC0009,40913,0.0,1.0,N,2017-01-12,IDCJAC0010,40913,35.6,1.0,Y,IDCJAC0016,40913,27.8
1108,IDCJAC0009,40913,0.2,1.0,N,2017-01-13,IDCJAC0010,40913,33.3,1.0,Y,IDCJAC0016,40913,28.3
1109,IDCJAC0009,40913,0.0,1.0,N,2017-01-14,IDCJAC0010,40913,35.0,1.0,Y,IDCJAC0016,40913,30.8
1110,IDCJAC0009,40913,0.0,1.0,N,2017-01-15,IDCJAC0010,40913,32.0,1.0,Y,IDCJAC0016,40913,7.6
1111,IDCJAC0009,40913,83.2,1.0,N,2017-01-16,IDCJAC0010,40913,31.2,1.0,Y,IDCJAC0016,40913,27.6
1112,IDCJAC0009,40913,0.2,1.0,N,2017-01-17,IDCJAC0010,40913,31.9,1.0,Y,IDCJAC0016,40913,29.3
1113,IDCJAC0009,40913,0.0,1.0,N,2017-01-18,IDCJAC0010,40913,35.0,1.0,Y,IDCJAC0016,40913,30.8
1114,IDCJAC0009,40913,0.0,1.0,N,2017-01-19,IDCJAC0010,40913,30.9,1.0,Y,IDCJAC0016,40913,17.3
1115,IDCJAC0009,40913,0.0,1.0,N,2017-01-20,IDCJAC0010,40913,32.3,1.0,Y,IDCJAC0016,40913,26.3
1116,IDCJAC0009,40913,0.0,1.0,N,2017-01-21,IDCJAC0010,40913,33.6,1.0,Y,IDCJAC0016,40913,15.3
1117,IDCJAC0009,40913,2.4,1.0,N,2017-01-22,IDCJAC0010,40913,29.1,1.0,Y,IDCJAC0016,40913,22.7
1118,IDCJAC0009,40913,0.0,1.0,N,2017-01-23,IDCJAC0010,40913,29.2,1.0,Y,IDCJAC0016,40913,23.6
1119,IDCJAC0009,40913,0.0,1.0,N,2017-01-24,IDCJAC0010,40913,32.2,1.0,Y,IDCJAC0016,40913,30.4
1120,IDCJAC0009,40913,0.0,1.0,N,2017-01-25,IDCJAC0010,40913,31.4,1.0,Y,IDCJAC0016,40913,30.2
