,Product code_x,Bureau of Meteorology station number_x,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality_x,Date,Product code_y,Bureau of Meteorology station number_y,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality_y,Product code,Bureau of Meteorology station number,Daily global solar exposure (MJ/m*m)
1121,IDCJAC0009,40913,0.0,1.0,N,2017-01-26,IDCJAC0010,40913,32.3,1.0,Y,IDCJAC0016,40913,27.7
1122,IDCJAC0009,40913,3.2,1.0,N,2017-01-27,IDCJAC0010,40913,29.1,1.0,Y,IDCJAC0016,40913,6.8
1123,IDCJAC0009,40913,6.6,1.0,N,2017-01-28,IDCJAC0010,40913,30.6,1.0,Y,IDCJAC0016,40913,25.0
1124,IDCJAC0009,40913,0.0,1.0,N,2017-01-29,IDCJAC0010,40913,31.8,1.0,Y,IDCJAC0016,40913,28.9
1125,IDCJAC0009,40913,0.0,1.0,N,2017-01-30,IDCJAC0010,40913,,,,IDCJAC0016,40913,26.9
1126,IDCJAC0009,40913,,,,2017-01-31,IDCJAC0010,40913,32.5,1.0,N,IDCJAC0016,40913,29.6
1127,IDCJAC0009,40913,0.0,1.0,N,2017-02-01,IDCJAC0010,40913,32.9,1.0,N,IDCJAC0016,40913,29.7
1128,IDCJAC0009,40913,0.0,1.0,N,2017-02-02,IDCJAC0010,40913,32.9,1.0,N,IDCJAC0016,40913,29.6
1129,IDCJAC0009,40913,0.0,1.0,N,2017-02-03,IDCJAC0010,40913,32.4,1.0,N,IDCJAC0016,40913,26.7
1130,IDCJAC0009,40913,0.0,1.0,N,2017-02-04,IDCJAC0010,40913,32.8,1.0,N,IDCJAC0016,40913,28.5
1131,IDCJAC0009,40913,0.0,1.0,N,2017-02-05,IDCJAC0010,40913,32.8,1.0,N,IDCJAC0016,40913,25.4
1132,IDCJAC0009,40913,0.0,1.0,N,2017-02-06,IDCJAC0010,40913,33.0,1.0,N,IDCJAC0016,40913,28.4
1133,IDCJAC0009,40913,,,,2017-02-07,IDCJAC0010,40913,32.8,1.0,N,IDCJAC0016,40913,27.0
1134,IDCJAC0009,40913,0.0,1.0,N,2017-02-08,IDCJAC0010,40913,32.8,1.0,N,IDCJAC0016,40913,24.3
1135,IDCJAC0009,40913,4.0,1.0,N,2017-02-09,IDCJAC0010,40913,32.2,1.0,N,IDCJAC0016,40913,26.1
1136,IDCJAC0009,40913,1.4,1.0,N,2017-02-10,IDCJAC0010,40913,33.0,1.0,N,IDCJAC0016,40913,26.4
1137,IDCJAC0009,40913,0.0,1.0,N,2017-02-11,IDCJAC0010,40913,37.0,1.0,N,IDCJAC0016,40913,28.6
1138,IDCJAC0009,40913,0.0,1.0,N,2017-02-12,IDCJAC0010,40913,37.6,1.0,N,IDCJAC0016,40913,28.5
1139,IDCJAC0009,40913,0.0,1.0,N,2017-02-13,IDCJAC0010,40913,35.6,1.0,N,IDCJAC0016,40913,20.6
1140,IDCJAC0009,40913,8.6,1.0,N,2017-02-14,IDCJAC0010,40913,30.3,1.0,N,IDCJAC0016,40913,13.8
1141,IDCJAC0009,40913,0.2,1.0,N,2017-02-15,IDCJAC0010,40913,30.4,1.0,N,IDCJAC0016,40913,16.6
1142,IDCJAC0009,40913,0.0,1.0,N,2017-02-16,IDCJAC0010,40913,31.7,1.0,N,IDCJAC0016,40913,22.9
1143,IDCJAC0009,40913,0.0,1.0,N,2017-02-17,IDCJAC0010,40913,31.8,1.0,N,IDCJAC0016,40913,26.0
1144,IDCJAC0009,40913,0.0,1.0,N,2017-02-18,IDCJAC0010,40913,31.9,1.0,N,IDCJAC0016,40913,27.5
1145,IDCJAC0009,40913,1.2,1.0,N,2017-02-19,IDCJAC0010,40913,34.0,1.0,N,IDCJAC0016,40913,16.8
1146,IDCJAC0009,40913,15.2,1.0,N,2017-02-20,IDCJAC0010,40913,31.7,1.0,N,IDCJAC0016,40913,22.5
1147,IDCJAC0009,40913,0.0,1.0,N,2017-02-21,IDCJAC0010,40913,32.0,1.0,N,IDCJAC0016,40913,24.9
1148,IDCJAC0009,40913,0.0,1.0,N,2017-02-22,IDCJAC0010,40913,30.3,1.0,N,IDCJAC0016,40913,21.6
1149,IDCJAC0009,40913,0.0,1.0,N,2017-02-23,IDCJAC0010,40913,31.0,1.0,N,IDCJAC0016,40913,23.4
1150,IDCJAC0009,40913,0.0,1.0,N,2017-02-24,IDCJAC0010,40913,32.0,1.0,N,IDCJAC0016,40913,25.4
1151,IDCJAC0009,40913,0.0,1.0,N,2017-02-25,IDCJAC0010,40913,31.9,1.0,N,IDCJAC0016,40913,24.8
1152,IDCJAC0009,40913,0.0,1.0,N,2017-02-26,IDCJAC0010,40913,31.6,1.0,N,IDCJAC0016,40913,17.3
1153,IDCJAC0009,40913,0.0,1.0,N,2017-02-27,IDCJAC0010,40913,29.1,1.0,N,IDCJAC0016,40913,21.5
1154,IDCJAC0009,40913,0.0,1.0,N,2017-02-28,IDCJAC0010,40913,31.1,1.0,N,IDCJAC0016,40913,22.1
1155,IDCJAC0009,40913,0.0,1.0,N,2017-03-01,IDCJAC0010,40913,32.6,1.0,Y,IDCJAC0016,40913,23.3
1156,IDCJAC0009,40913,0.4,1.0,N,2017-03-02,IDCJAC0010,40913,32.1,1.0,Y,IDCJAC0016,40913,19.8
1157,IDCJAC0009,40913,0.0,1.0,N,2017-03-03,IDCJAC0010,40913,32.3,1.0,Y,IDCJAC0016,40913,22.4
1158,IDCJAC0009,40913,0.0,1.0,N,2017-03-04,IDCJAC0010,40913,31.8,1.0,Y,IDCJAC0016,40913,18.2
1159,IDCJAC0009,40913,2.6,1.0,N,2017-03-05,IDCJAC0010,40913,34.3,1.0,Y,IDCJAC0016,40913,18.7
1160,IDCJAC0009,40913,0.2,1.0,N,2017-03-06,IDCJAC0010,40913,31.5,1.0,Y,IDCJAC0016,40913,20.7
1161,IDCJAC0009,40913,0.0,1.0,N,2017-03-07,IDCJAC0010,40913,33.0,1.0,Y,IDCJAC0016,40913,24.5
1162,IDCJAC0009,40913,0.0,1.0,N,2017-03-08,IDCJAC0010,40913,31.0,1.0,Y,IDCJAC0016,40913,14.6
1163,IDCJAC0009,40913,0.0,1.0,N,2017-03-09,IDCJAC0010,40913,31.1,1.0,Y,IDCJAC0016,40913,20.8
1164,IDCJAC0009,40913,0.0,1.0,N,2017-03-10,IDCJAC0010,40913,31.9,1.0,Y,IDCJAC0016,40913,24.3
1165,IDCJAC0009,40913,0.0,1.0,N,2017-03-11,IDCJAC0010,40913,31.1,1.0,Y,IDCJAC0016,40913,24.2
1166,IDCJAC0009,40913,0.4,1.0,N,2017-03-12,IDCJAC0010,40913,32.9,1.0,Y,IDCJAC0016,40913,21.4
1167,IDCJAC0009,40913,0.0,1.0,N,2017-03-13,IDCJAC0010,40913,27.8,1.0,Y,IDCJAC0016,40913,7.7
1168,IDCJAC0009,40913,0.0,1.0,N,2017-03-14,IDCJAC0010,40913,30.4,1.0,Y,IDCJAC0016,40913,11.3
1169,IDCJAC0009,40913,2.8,1.0,N,2017-03-15,IDCJAC0010,40913,28.9,1.0,Y,IDCJAC0016,40913,12.2
1170,IDCJAC0009,40913,0.2,1.0,N,2017-03-16,IDCJAC0010,40913,33.1,1.0,Y,IDCJAC0016,40913,17.8
1171,IDCJAC0009,40913,0.0,1.0,N,2017-03-17,IDCJAC0010,40913,35.7,1.0,Y,IDCJAC0016,40913,15.9
1172,IDCJAC0009,40913,41.8,1.0,N,2017-03-18,IDCJAC0010,40913,32.8,1.0,Y,IDCJAC0016,40913,17.9
1173,IDCJAC0009,40913,11.0,1.0,N,2017-03-19,IDCJAC0010,40913,29.6,1.0,Y,IDCJAC0016,40913,12.4
1174,IDCJAC0009,40913,24.2,1.0,N,2017-03-20,IDCJAC0010,40913,27.3,1.0,Y,IDCJAC0016,40913,7.2
1175,IDCJAC0009,40913,90.6,1.0,N,2017-03-21,IDCJAC0010,40913,28.6,1.0,Y,IDCJAC0016,40913,11.6
1176,IDCJAC0009,40913,3.8,1.0,N,2017-03-22,IDCJAC0010,40913,27.9,1.0,Y,IDCJAC0016,40913,8.6
1177,IDCJAC0009,40913,0.6,1.0,N,2017-03-23,IDCJAC0010,40913,29.3,1.0,Y,IDCJAC0016,40913,13.7
1178,IDCJAC0009,40913,0.8,1.0,N,2017-03-24,IDCJAC0010,40913,29.4,1.0,Y,IDCJAC0016,40913,12.5
1179,IDCJAC0009,40913,10.0,1.0,N,2017-03-25,IDCJAC0010,40913,28.0,1.0,Y,IDCJAC0016,40913,16.9
1180,IDCJAC0009,40913,0.2,1.0,N,2017-03-26,IDCJAC0010,40913,,,,IDCJAC0016,40913,21.0
1181,IDCJAC0009,40913,0.0,1.0,N,2017-03-27,IDCJAC0010,40913,30.1,1.0,N,IDCJAC0016,40913,18.4
1182,IDCJAC0009,40913,0.0,1.0,N,2017-03-28,IDCJAC0010,40913,31.3,1.0,Y,IDCJAC0016,40913,20.7
1183,IDCJAC0009,40913,0.0,1.0,N,2017-03-29,IDCJAC0010,40913,29.5,1.0,Y,IDCJAC0016,40913,11.8
1184,IDCJAC0009,40913,,,,2017-03-30,IDCJAC0010,40913,25.8,1.0,Y,IDCJAC0016,40913,0.8
1185,IDCJAC0009,40913,,,,2017-03-31,IDCJAC0010,40913,28.3,1.0,Y,IDCJAC0016,40913,17.4
1186,IDCJAC0009,40913,0.2,1.0,N,2017-04-01,IDCJAC0010,40913,29.0,1.0,N,IDCJAC0016,40913,20.1
1187,IDCJAC0009,40913,0.0,1.0,N,2017-04-02,IDCJAC0010,40913,27.7,1.0,N,IDCJAC0016,40913,15.0
1188,IDCJAC0009,40913,0.0,1.0,N,2017-04-03,IDCJAC0010,40913,25.6,1.0,N,IDCJAC0016,40913,13.5
1189,IDCJAC0009,40913,0.0,1.0,N,2017-04-04,IDCJAC0010,40913,24.5,1.0,N,IDCJAC0016,40913,12.6
1190,IDCJAC0009,40913,0.4,1.0,N,2017-04-05,IDCJAC0010,40913,25.6,1.0,N,IDCJAC0016,40913,17.4
1191,IDCJAC0009,40913,3.2,1.0,N,2017-04-06,IDCJAC0010,40913,22.7,1.0,N,IDCJAC0016,40913,9.9
1192,IDCJAC0009,40913,0.2,1.0,N,2017-04-07,IDCJAC0010,40913,26.3,1.0,N,IDCJAC0016,40913,19.2
1193,IDCJAC0009,40913,0.0,1.0,N,2017-04-08,IDCJAC0010,40913,26.2,1.0,N,IDCJAC0016,40913,16.2
1194,IDCJAC0009,40913,0.0,1.0,N,2017-04-09,IDCJAC0010,40913,27.4,1.0,N,IDCJAC0016,40913,16.1
1195,IDCJAC0009,40913,0.0,1.0,N,2017-04-10,IDCJAC0010,40913,29.0,1.0,N,IDCJAC0016,40913,19.7
1196,IDCJAC0009,40913,0.0,1.0,N,2017-04-11,IDCJAC0010,40913,27.1,1.0,N,IDCJAC0016,40913,19.9
1197,IDCJAC0009,40913,0.0,1.0,N,2017-04-12,IDCJAC0010,40913,28.3,1.0,N,IDCJAC0016,40913,18.0
1198,IDCJAC0009,40913,0.0,1.0,N,2017-04-13,IDCJAC0010,40913,26.7,1.0,N,IDCJAC0016,40913,14.0
1199,IDCJAC0009,40913,0.0,1.0,N,2017-04-14,IDCJAC0010,40913,26.8,1.0,N,IDCJAC0016,40913,13.9
1200,IDCJAC0009,40913,0.0,1.0,N,2017-04-15,IDCJAC0010,40913,26.7,1.0,N,IDCJAC0016,40913,16.8
1201,IDCJAC0009,40913,0.0,1.0,N,2017-04-16,IDCJAC0010,40913,26.6,1.0,N,IDCJAC0016,40913,18.0
1202,IDCJAC0009,40913,0.0,1.0,N,2017-04-17,IDCJAC0010,40913,26.8,1.0,N,IDCJAC0016,40913,14.7
1203,IDCJAC0009,40913,0.0,1.0,N,2017-04-18,IDCJAC0010,40913,26.6,1.0,N,IDCJAC0016,40913,15.5
1204,IDCJAC0009,40913,0.0,1.0,N,2017-04-19,IDCJAC0010,40913,26.0,1.0,N,IDCJAC0016,40913,15.8
1205,IDCJAC0009,40913,0.0,1.0,N,2017-04-20,IDCJAC0010,40913,26.2,1.0,N,IDCJAC0016,40913,16.4
1206,IDCJAC0009,40913,0.4,1.0,N,2017-04-21,IDCJAC0010,40913,,,,IDCJAC0016,40913,14.0
1207,IDCJAC0009,40913,,,,2017-04-22,IDCJAC0010,40913,24.8,1.0,N,IDCJAC0016,40913,12.1
1208,IDCJAC0009,40913,0.0,1.0,N,2017-04-23,IDCJAC0010,40913,26.4,1.0,N,IDCJAC0016,40913,15.7
1209,IDCJAC0009,40913,0.0,1.0,N,2017-04-24,IDCJAC0010,40913,26.0,1.0,N,IDCJAC0016,40913,14.0
1210,IDCJAC0009,40913,0.2,1.0,N,2017-04-25,IDCJAC0010,40913,26.9,1.0,N,IDCJAC0016,40913,17.0
1211,IDCJAC0009,40913,0.2,1.0,N,2017-04-26,IDCJAC0010,40913,23.7,1.0,N,IDCJAC0016,40913,6.6
1212,IDCJAC0009,40913,1.0,1.0,N,2017-04-27,IDCJAC0010,40913,22.6,1.0,N,IDCJAC0016,40913,17.6
1213,IDCJAC0009,40913,0.0,1.0,N,2017-04-28,IDCJAC0010,40913,25.3,1.0,N,IDCJAC0016,40913,15.8
1214,IDCJAC0009,40913,0.0,1.0,N,2017-04-29,IDCJAC0010,40913,26.3,1.0,N,IDCJAC0016,40913,17.4
1215,IDCJAC0009,40913,0.0,1.0,N,2017-04-30,IDCJAC0010,40913,25.8,1.0,N,IDCJAC0016,40913,15.9
1216,IDCJAC0009,40913,0.0,1.0,N,2017-05-01,IDCJAC0010,40913,26.8,1.0,Y,IDCJAC0016,40913,16.0
1217,IDCJAC0009,40913,0.0,1.0,N,2017-05-02,IDCJAC0010,40913,27.5,1.0,Y,IDCJAC0016,40913,16.0
1218,IDCJAC0009,40913,0.0,1.0,N,2017-05-03,IDCJAC0010,40913,27.5,1.0,Y,IDCJAC0016,40913,14.0
1219,IDCJAC0009,40913,0.0,1.0,N,2017-05-04,IDCJAC0010,40913,23.6,1.0,Y,IDCJAC0016,40913,12.1
1220,IDCJAC0009,40913,0.0,1.0,N,2017-05-05,IDCJAC0010,40913,24.8,1.0,Y,IDCJAC0016,40913,15.3
1221,IDCJAC0009,40913,0.0,1.0,N,2017-05-06,IDCJAC0010,40913,24.9,1.0,Y,IDCJAC0016,40913,15.9
1222,IDCJAC0009,40913,0.0,1.0,N,2017-05-07,IDCJAC0010,40913,26.4,1.0,Y,IDCJAC0016,40913,14.8
1223,IDCJAC0009,40913,0.0,1.0,N,2017-05-08,IDCJAC0010,40913,22.0,1.0,Y,IDCJAC0016,40913,8.7
1224,IDCJAC0009,40913,18.0,1.0,N,2017-05-09,IDCJAC0010,40913,23.5,1.0,Y,IDCJAC0016,40913,13.5
1225,IDCJAC0009,40913,0.6,1.0,N,2017-05-10,IDCJAC0010,40913,19.5,1.0,Y,IDCJAC0016,40913,4.9
1226,IDCJAC0009,40913,2.8,1.0,N,2017-05-11,IDCJAC0010,40913,24.7,1.0,Y,IDCJAC0016,40913,14.2
1227,IDCJAC0009,40913,0.0,1.0,N,2017-05-12,IDCJAC0010,40913,23.9,1.0,Y,IDCJAC0016,40913,12.7
1228,IDCJAC0009,40913,0.0,1.0,N,2017-05-13,IDCJAC0010,40913,23.1,1.0,Y,IDCJAC0016,40913,9.5
1229,IDCJAC0009,40913,0.2,1.0,N,2017-05-14,IDCJAC0010,40913,21.9,1.0,Y,IDCJAC0016,40913,9.7
1230,IDCJAC0009,40913,0.4,1.0,N,2017-05-15,IDCJAC0010,40913,26.4,1.0,Y,IDCJAC0016,40913,15.6
1231,IDCJAC0009,40913,0.2,1.0,N,2017-05-16,IDCJAC0010,40913,26.0,1.0,Y,IDCJAC0016,40913,15.5
1232,IDCJAC0009,40913,0.0,1.0,N,2017-05-17,IDCJAC0010,40913,25.0,1.0,Y,IDCJAC0016,40913,14.4
1233,IDCJAC0009,40913,0.0,1.0,N,2017-05-18,IDCJAC0010,40913,23.6,1.0,Y,IDCJAC0016,40913,9.9
1234,IDCJAC0009,40913,10.6,1.0,N,2017-05-19,IDCJAC0010,40913,20.7,1.0,Y,IDCJAC0016,40913,5.7
1235,IDCJAC0009,40913,3.0,1.0,N,2017-05-20,IDCJAC0010,40913,25.0,1.0,Y,IDCJAC0016,40913,13.3
1236,IDCJAC0009,40913,0.0,1.0,N,2017-05-21,IDCJAC0010,40913,25.8,1.0,Y,IDCJAC0016,40913,14.5
1237,IDCJAC0009,40913,0.2,1.0,N,2017-05-22,IDCJAC0010,40913,25.9,1.0,Y,IDCJAC0016,40913,13.6
1238,IDCJAC0009,40913,0.0,1.0,N,2017-05-23,IDCJAC0010,40913,26.9,1.0,Y,IDCJAC0016,40913,14.9
1239,IDCJAC0009,40913,0.0,1.0,N,2017-05-24,IDCJAC0010,40913,27.7,1.0,Y,IDCJAC0016,40913,14.3
1240,IDCJAC0009,40913,0.2,1.0,N,2017-05-25,IDCJAC0010,40913,24.9,1.0,Y,IDCJAC0016,40913,14.5
1241,IDCJAC0009,40913,0.0,1.0,N,2017-05-26,IDCJAC0010,40913,25.0,1.0,Y,IDCJAC0016,40913,14.2
1242,IDCJAC0009,40913,0.0,1.0,N,2017-05-27,IDCJAC0010,40913,24.6,1.0,Y,IDCJAC0016,40913,12.3
1243,IDCJAC0009,40913,0.0,1.0,N,2017-05-28,IDCJAC0010,40913,25.7,1.0,Y,IDCJAC0016,40913,14.2
1244,IDCJAC0009,40913,0.0,1.0,N,2017-05-29,IDCJAC0010,40913,26.4,1.0,Y,IDCJAC0016,40913,14.5
1245,IDCJAC0009,40913,0.0,1.0,N,2017-05-30,IDCJAC0010,40913,25.1,1.0,Y,IDCJAC0016,40913,14.3
1246,IDCJAC0009,40913,0.0,1.0,N,2017-05-31,IDCJAC0010,40913,22.4,1.0,Y,IDCJAC0016,40913,14.4
1247,IDCJAC0009,40913,0.0,1.0,N,2017-06-01,IDCJAC0010,40913,21.7,1.0,Y,IDCJAC0016,40913,14.2
1248,IDCJAC0009,40913,0.0,1.0,N,2017-06-02,IDCJAC0010,40913,22.8,1.0,Y,IDCJAC0016,40913,14.3
1249,IDCJAC0009,40913,0.0,1.0,N,2017-06-03,IDCJAC0010,40913,23.5,1.0,Y,IDCJAC0016,40913,13.8
1250,IDCJAC0009,40913,0.0,1.0,N,2017-06-04,IDCJAC0010,40913,23.8,1.0,Y,IDCJAC0016,40913,13.3
1251,IDCJAC0009,40913,0.2,1.0,N,2017-06-05,IDCJAC0010,40913,23.6,1.0,Y,IDCJAC0016,40913,14.1
1252,IDCJAC0009,40913,0.0,1.0,N,2017-06-06,IDCJAC0010,40913,22.6,1.0,Y,IDCJAC0016,40913,13.9
1253,IDCJAC0009,40913,0.0,1.0,N,2017-06-07,IDCJAC0010,40913,20.2,1.0,Y,IDCJAC0016,40913,14.1
1254,IDCJAC0009,40913,0.0,1.0,N,2017-06-08,IDCJAC0010,40913,21.8,1.0,Y,IDCJAC0016,40913,14.0
1255,IDCJAC0009,40913,0.0,1.0,N,2017-06-09,IDCJAC0010,40913,23.2,1.0,Y,IDCJAC0016,40913,12.3
1256,IDCJAC0009,40913,0.0,1.0,N,2017-06-10,IDCJAC0010,40913,22.9,1.0,Y,IDCJAC0016,40913,11.2
1257,IDCJAC0009,40913,18.8,1.0,N,2017-06-11,IDCJAC0010,40913,21.1,1.0,Y,IDCJAC0016,40913,6.8
1258,IDCJAC0009,40913,14.6,1.0,N,2017-06-12,IDCJAC0010,40913,22.4,1.0,Y,IDCJAC0016,40913,12.3
1259,IDCJAC0009,40913,6.0,1.0,N,2017-06-13,IDCJAC0010,40913,18.9,1.0,Y,IDCJAC0016,40913,5.6
1260,IDCJAC0009,40913,10.2,1.0,N,2017-06-14,IDCJAC0010,40913,20.3,1.0,Y,IDCJAC0016,40913,7.2
1261,IDCJAC0009,40913,24.8,1.0,N,2017-06-15,IDCJAC0010,40913,22.9,1.0,Y,IDCJAC0016,40913,11.9
1262,IDCJAC0009,40913,0.0,1.0,N,2017-06-16,IDCJAC0010,40913,24.1,1.0,Y,IDCJAC0016,40913,10.8
1263,IDCJAC0009,40913,0.0,1.0,N,2017-06-17,IDCJAC0010,40913,24.6,1.0,Y,IDCJAC0016,40913,11.4
1264,IDCJAC0009,40913,0.2,1.0,N,2017-06-18,IDCJAC0010,40913,23.6,1.0,Y,IDCJAC0016,40913,13.9
1265,IDCJAC0009,40913,0.0,1.0,N,2017-06-19,IDCJAC0010,40913,22.7,1.0,Y,IDCJAC0016,40913,12.2
1266,IDCJAC0009,40913,0.0,1.0,N,2017-06-20,IDCJAC0010,40913,21.0,1.0,Y,IDCJAC0016,40913,9.3
1267,IDCJAC0009,40913,0.0,1.0,N,2017-06-21,IDCJAC0010,40913,23.4,1.0,Y,IDCJAC0016,40913,13.2
1268,IDCJAC0009,40913,0.0,1.0,N,2017-06-22,IDCJAC0010,40913,22.7,1.0,Y,IDCJAC0016,40913,12.4
1269,IDCJAC0009,40913,0.0,1.0,N,2017-06-23,IDCJAC0010,40913,23.7,1.0,Y,IDCJAC0016,40913,13.9
1270,IDCJAC0009,40913,0.0,1.0,N,2017-06-24,IDCJAC0010,40913,24.5,1.0,Y,IDCJAC0016,40913,13.7
1271,IDCJAC0009,40913,0.0,1.0,N,2017-06-25,IDCJAC0010,40913,24.2,1.0,Y,IDCJAC0016,40913,13.8
1272,IDCJAC0009,40913,0.0,1.0,N,2017-06-26,IDCJAC0010,40913,25.1,1.0,Y,IDCJAC0016,40913,13.9
1273,IDCJAC0009,40913,0.0,1.0,N,2017-06-27,IDCJAC0010,40913,22.1,1.0,Y,IDCJAC0016,40913,8.8
1274,IDCJAC0009,40913,0.2,1.0,N,2017-06-28,IDCJAC0010,40913,23.9,1.0,Y,IDCJAC0016,40913,13.7
1275,IDCJAC0009,40913,0.0,1.0,N,2017-06-29,IDCJAC0010,40913,24.5,1.0,Y,IDCJAC0016,40913,14.0
1276,IDCJAC0009,40913,5.0,1.0,N,2017-06-30,IDCJAC0010,40913,23.0,1.0,Y,IDCJAC0016,40913,13.8
1277,IDCJAC0009,40913,0.2,1.0,N,2017-07-01,IDCJAC0010,40913,20.4,1.0,Y,IDCJAC0016,40913,14.0
1278,IDCJAC0009,40913,0.0,1.0,N,2017-07-02,IDCJAC0010,40913,21.6,1.0,Y,IDCJAC0016,40913,14.1
1279,IDCJAC0009,40913,0.0,1.0,N,2017-07-03,IDCJAC0010,40913,22.3,1.0,Y,IDCJAC0016,40913,13.3
1280,IDCJAC0009,40913,0.0,1.0,N,2017-07-04,IDCJAC0010,40913,,,,IDCJAC0016,40913,13.8
1281,IDCJAC0009,40913,0.2,1.0,N,2017-07-05,IDCJAC0010,40913,26.4,1.0,N,IDCJAC0016,40913,13.9
1282,IDCJAC0009,40913,6.6,1.0,N,2017-07-06,IDCJAC0010,40913,23.6,1.0,Y,IDCJAC0016,40913,14.1
1283,IDCJAC0009,40913,4.8,1.0,N,2017-07-07,IDCJAC0010,40913,16.4,1.0,Y,IDCJAC0016,40913,5.6
1284,IDCJAC0009,40913,7.0,1.0,N,2017-07-08,IDCJAC0010,40913,21.9,1.0,Y,IDCJAC0016,40913,14.3
1285,IDCJAC0009,40913,0.2,1.0,N,2017-07-09,IDCJAC0010,40913,21.5,1.0,Y,IDCJAC0016,40913,13.5
1286,IDCJAC0009,40913,0.0,1.0,N,2017-07-10,IDCJAC0010,40913,21.7,1.0,Y,IDCJAC0016,40913,11.5
1287,IDCJAC0009,40913,0.4,1.0,N,2017-07-11,IDCJAC0010,40913,22.8,1.0,Y,IDCJAC0016,40913,13.7
1288,IDCJAC0009,40913,0.0,1.0,N,2017-07-12,IDCJAC0010,40913,21.3,1.0,Y,IDCJAC0016,40913,13.2
1289,IDCJAC0009,40913,0.0,1.0,N,2017-07-13,IDCJAC0010,40913,20.8,1.0,Y,IDCJAC0016,40913,13.2
1290,IDCJAC0009,40913,0.0,1.0,N,2017-07-14,IDCJAC0010,40913,22.7,1.0,Y,IDCJAC0016,40913,14.4
1291,IDCJAC0009,40913,0.0,1.0,N,2017-07-15,IDCJAC0010,40913,24.6,1.0,Y,IDCJAC0016,40913,14.4
1292,IDCJAC0009,40913,23.4,1.0,N,2017-07-16,IDCJAC0010,40913,23.1,1.0,Y,IDCJAC0016,40913,12.7
1293,IDCJAC0009,40913,0.0,1.0,N,2017-07-17,IDCJAC0010,40913,23.2,1.0,Y,IDCJAC0016,40913,14.5
1294,IDCJAC0009,40913,0.0,1.0,N,2017-07-18,IDCJAC0010,40913,26.3,1.0,Y,IDCJAC0016,40913,14.6
1295,IDCJAC0009,40913,4.2,1.0,N,2017-07-19,IDCJAC0010,40913,19.1,1.0,Y,IDCJAC0016,40913,14.8
1296,IDCJAC0009,40913,0.0,1.0,N,2017-07-20,IDCJAC0010,40913,20.7,1.0,Y,IDCJAC0016,40913,15.1
1297,IDCJAC0009,40913,0.0,1.0,N,2017-07-21,IDCJAC0010,40913,21.6,1.0,Y,IDCJAC0016,40913,15.2
1298,IDCJAC0009,40913,0.0,1.0,N,2017-07-22,IDCJAC0010,40913,21.8,1.0,Y,IDCJAC0016,40913,15.2
1299,IDCJAC0009,40913,0.0,1.0,N,2017-07-23,IDCJAC0010,40913,23.2,1.0,Y,IDCJAC0016,40913,15.3
1300,IDCJAC0009,40913,0.0,1.0,N,2017-07-24,IDCJAC0010,40913,25.3,1.0,Y,IDCJAC0016,40913,15.4
1301,IDCJAC0009,40913,0.0,1.0,N,2017-07-25,IDCJAC0010,40913,23.8,1.0,Y,IDCJAC0016,40913,15.5
1302,IDCJAC0009,40913,0.0,1.0,N,2017-07-26,IDCJAC0010,40913,25.7,1.0,Y,IDCJAC0016,40913,15.6
1303,IDCJAC0009,40913,0.0,1.0,N,2017-07-27,IDCJAC0010,40913,23.3,1.0,Y,IDCJAC0016,40913,15.6
1304,IDCJAC0009,40913,0.0,1.0,N,2017-07-28,IDCJAC0010,40913,26.3,1.0,Y,IDCJAC0016,40913,15.5
1305,IDCJAC0009,40913,0.0,1.0,N,2017-07-29,IDCJAC0010,40913,24.8,1.0,Y,IDCJAC0016,40913,15.8
1306,IDCJAC0009,40913,0.0,1.0,N,2017-07-30,IDCJAC0010,40913,24.2,1.0,Y,IDCJAC0016,40913,15.9
1307,IDCJAC0009,40913,0.0,1.0,N,2017-07-31,IDCJAC0010,40913,25.6,1.0,Y,IDCJAC0016,40913,15.6
1308,IDCJAC0009,40913,0.0,1.0,N,2017-08-01,IDCJAC0010,40913,23.4,1.0,Y,IDCJAC0016,40913,16.1
1309,IDCJAC0009,40913,0.0,1.0,N,2017-08-02,IDCJAC0010,40913,22.7,1.0,Y,IDCJAC0016,40913,16.0
1310,IDCJAC0009,40913,0.0,1.0,N,2017-08-03,IDCJAC0010,40913,22.9,1.0,Y,IDCJAC0016,40913,14.5
1311,IDCJAC0009,40913,0.0,1.0,N,2017-08-04,IDCJAC0010,40913,22.5,1.0,Y,IDCJAC0016,40913,16.4
1312,IDCJAC0009,40913,0.0,1.0,N,2017-08-05,IDCJAC0010,40913,23.1,1.0,Y,IDCJAC0016,40913,16.5
1313,IDCJAC0009,40913,0.0,1.0,N,2017-08-06,IDCJAC0010,40913,24.9,1.0,Y,IDCJAC0016,40913,15.7
1314,IDCJAC0009,40913,2.4,1.0,N,2017-08-07,IDCJAC0010,40913,26.3,1.0,Y,IDCJAC0016,40913,16.3
1315,IDCJAC0009,40913,0.0,1.0,N,2017-08-08,IDCJAC0010,40913,22.8,1.0,Y,IDCJAC0016,40913,16.8
1316,IDCJAC0009,40913,0.0,1.0,N,2017-08-09,IDCJAC0010,40913,24.1,1.0,Y,IDCJAC0016,40913,17.0
